,true_labels,predicted_labels
33404,17,17
79492,19,19
98338,16,16
88819,17,21
102731,11,11
18630,29,29
27756,27,27
91223,0,0
79346,3,3
62202,3,3
33954,17,17
34549,17,17
62700,17,17
80114,17,17
123271,30,30
62500,14,14
124099,13,13
4269,17,17
74166,15,15
122068,5,5
92909,12,12
29972,17,17
5875,17,17
111063,8,8
75890,17,17
116606,18,8
15984,13,13
44155,17,17
90864,19,19
88125,3,3
88168,0,0
37833,5,12
38925,17,17
53321,17,17
13247,29,29
2713,17,17
28034,8,8
97157,5,5
100549,3,3
107965,8,8
48510,17,17
75065,17,17
86848,0,0
109462,8,8
78841,27,27
32094,17,17
26545,12,12
9368,2,2
78788,17,17
91304,13,13
3398,18,18
22589,17,17
74932,4,4
108845,3,3
34039,15,15
100759,12,12
67017,16,16
31861,25,25
14368,17,17
88681,2,2
14486,17,17
121032,0,0
23072,18,18
63070,3,3
92695,17,17
41956,17,17
1228,15,15
28216,12,12
52177,15,15
9506,29,29
42615,17,17
72464,17,17
112532,8,8
117400,30,30
27645,17,17
55855,17,17
47122,20,20
11175,17,17
63629,17,17
117298,0,0
118966,19,21
111172,12,12
89970,20,20
41261,25,25
94443,8,8
49933,5,5
65486,27,27
113426,28,18
61873,8,8
25320,24,3
104067,4,4
96209,11,11
51487,23,23
105696,13,13
21431,12,17
842,8,8
9751,1,1
51904,17,17
84070,12,12
93713,19,19
46377,17,17
75570,3,3
15348,29,26
89681,30,30
73011,17,17
119644,12,12
40493,7,17
56631,18,18
87209,12,12
17738,18,18
116546,19,19
39549,16,16
87698,8,8
4634,3,3
31824,5,5
106682,22,8
77691,21,21
99778,18,18
86503,19,19
15393,17,17
30820,28,28
80569,27,27
102803,13,13
33771,17,17
67430,3,17
108363,17,17
78544,9,16
79101,21,21
54676,17,17
62889,3,3
71297,17,17
32141,8,8
53786,2,2
37055,17,17
47444,17,17
512,8,8
30333,7,7
17254,17,17
16223,17,17
107068,12,12
41977,25,25
83407,25,30
109461,19,19
11854,27,27
42766,25,17
84550,2,2
1448,2,2
120782,18,18
115507,9,9
115514,20,20
87203,8,8
108416,18,18
16397,17,17
4724,21,21
48174,8,8
79994,17,17
62561,27,27
60274,5,5
81261,27,27
109489,30,30
99698,6,6
118968,8,8
12314,23,23
16131,17,17
44762,17,17
71413,22,22
68864,3,3
21229,17,17
33928,17,17
119888,18,18
11134,8,8
70042,8,8
94544,0,0
118442,10,10
100458,8,8
1568,8,8
28499,12,12
28079,8,8
39456,22,22
21550,12,12
7457,18,18
43561,8,8
41071,25,25
112725,17,17
63345,17,17
33212,8,8
61884,12,12
77423,24,24
68204,21,21
106469,13,13
119161,16,16
105999,0,0
30969,17,15
105826,12,12
19664,17,17
116257,17,17
79863,17,17
34023,27,27
58208,11,11
7134,17,17
25082,17,17
77046,8,8
81003,8,8
85608,8,20
45235,17,17
117969,20,12
55901,28,18
62997,9,9
28053,17,17
109008,12,12
63030,17,17
42799,8,8
25375,29,29
124633,19,19
33555,27,27
90562,30,30
103118,18,18
38168,25,25
16604,8,8
41363,17,17
30463,25,25
47641,17,17
42128,17,17
38001,17,17
48527,8,8
119402,18,18
109574,22,22
99686,30,30
87584,23,23
26342,17,17
18454,8,8
104284,10,16
94339,9,9
7206,17,17
102497,18,18
94904,11,11
112682,17,30
49732,25,25
109456,30,30
50427,8,8
96581,3,8
23489,2,2
40341,6,6
45768,5,5
79975,17,17
99507,0,0
42284,12,12
110906,8,8
19211,8,8
108068,20,20
57891,21,21
64011,6,6
9284,19,19
49003,21,21
47205,5,5
104399,12,12
59338,10,10
20958,22,22
97283,16,16
71858,17,17
6981,20,20
72086,22,22
74959,6,19
3752,18,18
106861,0,0
37789,17,17
113403,26,26
102,8,8
84384,19,19
92405,12,12
80581,27,27
109068,13,13
42813,17,17
48992,5,5
49218,14,14
62246,21,21
103640,19,19
24345,17,17
37802,25,25
482,17,17
19325,29,29
13561,17,17
111666,27,27
55179,27,27
37989,28,28
98861,11,11
55629,13,13
44032,17,17
118788,30,30
118658,5,5
51816,18,18
53104,17,17
41554,3,3
106384,23,23
84800,17,17
81403,15,15
111111,3,3
21808,17,17
43589,17,17
31329,21,21
27448,8,8
58083,25,25
17082,17,17
69983,8,8
117997,3,2
42737,5,5
23040,17,17
102976,7,7
64524,24,24
123222,16,16
114345,18,18
27008,8,8
117008,6,6
86756,12,12
116264,3,3
55345,11,11
13865,18,18
61661,26,26
26753,8,15
45655,10,10
71003,26,26
66850,19,19
46858,17,17
123272,8,28
75420,17,17
106058,5,17
71394,14,14
104480,26,26
37946,27,27
88647,4,4
8642,29,29
5047,17,17
41803,17,17
96540,8,8
77309,8,8
105834,5,5
92711,18,18
55907,8,8
78559,28,16
81064,17,17
102768,8,8
26721,17,17
60580,2,2
10205,14,14
45336,2,2
109004,17,17
28347,17,17
44571,8,8
57111,20,20
25182,17,17
20499,5,5
23837,23,23
116344,19,19
73499,17,18
50501,8,8
28843,17,17
18997,12,12
59448,18,18
28455,17,17
84894,17,17
35962,1,1
45889,27,27
66518,17,17
30986,12,12
90672,9,9
3746,29,30
40991,17,17
2148,13,13
99831,17,17
24001,17,17
58840,0,0
106457,12,12
21567,17,17
108200,17,17
26159,17,17
39039,13,13
14442,17,17
4442,18,18
31936,8,8
39501,27,27
124708,19,19
32072,17,17
81628,19,19
15403,12,12
12825,12,12
31395,18,18
36372,17,17
88642,8,8
24751,29,29
123699,12,12
72268,11,11
65396,6,6
79699,25,25
75789,8,8
37960,27,27
26334,17,17
92670,3,3
98899,17,17
4285,5,5
6188,17,17
979,15,15
95843,12,12
78882,21,21
8156,17,17
7290,8,5
44011,8,8
60875,17,17
121555,23,22
97629,19,19
14845,17,17
94911,17,17
89975,8,8
102713,27,17
10894,28,28
91546,23,23
107555,20,20
90144,3,3
36470,28,28
21772,17,17
50453,1,1
122840,3,3
54350,3,3
19669,16,17
111872,13,13
75674,24,24
52038,2,2
113162,12,12
86099,8,8
92482,12,12
74946,17,17
15047,17,12
61106,4,4
114279,3,3
100535,21,21
102610,0,0
113489,16,16
54193,17,17
102833,3,21
15662,17,17
12265,17,17
99669,10,10
123533,26,26
66581,12,12
17314,17,17
101901,13,13
26827,17,17
110757,8,8
93742,8,8
19910,17,17
25668,18,18
93492,18,18
48182,26,26
9464,15,15
50779,21,21
45470,17,17
14254,12,12
122329,30,30
115993,5,5
7246,8,8
91853,17,17
6166,7,7
104668,11,11
22109,17,17
85800,19,19
25331,2,2
77786,8,17
56157,18,18
16823,8,8
17535,17,17
40053,2,2
98503,30,30
74249,8,8
5610,17,17
42819,17,17
13132,11,11
92255,28,28
34065,17,17
100831,27,27
97040,16,16
52779,17,17
69412,24,24
73296,3,3
11280,15,15
89434,9,16
70349,12,12
117089,8,8
101486,18,18
109416,16,16
100272,3,15
76739,17,17
88093,23,23
108108,30,30
60406,3,3
32169,17,17
48620,1,1
54472,6,6
95778,8,9
51117,17,17
121546,3,3
80715,15,15
21282,23,23
40505,5,5
51711,21,21
13828,22,22
97533,26,26
110206,21,21
93222,8,8
106126,12,12
38994,17,17
118176,17,17
7677,3,17
21759,23,23
5726,21,21
91067,22,22
66970,24,24
108187,9,9
25603,17,17
83405,25,29
39382,25,30
101724,3,3
78470,0,0
46159,19,19
83542,27,27
65482,17,17
96466,5,5
68082,17,17
22372,17,17
29127,8,8
73554,2,2
34903,16,16
13208,29,29
82781,12,12
140,27,27
65816,17,17
120940,30,30
20865,27,27
91182,12,12
120503,13,13
121727,10,12
2437,18,18
82619,21,21
54123,21,21
36361,1,1
6321,8,8
45822,17,17
53561,17,17
48790,8,8
44087,26,26
8561,6,6
59652,14,14
78808,17,17
48705,23,23
26591,17,17
22221,28,28
18512,8,8
101500,9,9
55194,10,10
61348,8,8
86999,18,18
119685,3,3
12222,17,17
35914,17,17
18783,17,17
14729,17,17
20671,17,17
42085,20,20
30668,17,17
4155,19,17
32060,17,17
119679,16,16
122144,6,6
60090,2,17
35904,18,18
62944,20,20
39592,25,25
81627,20,20
21129,17,17
70206,17,17
57048,18,18
15693,17,17
117011,8,8
116882,14,14
68817,3,3
96668,3,3
27748,2,2
70598,18,18
103804,16,16
64100,15,15
60755,17,17
78205,23,23
72562,15,15
74177,3,3
113306,22,22
15425,6,6
113025,8,8
96506,17,17
95974,5,17
103250,28,28
94523,3,3
102385,8,8
68687,21,21
111837,12,12
107140,30,30
27519,5,8
107890,20,20
49992,5,5
15528,17,17
86781,8,8
107023,4,4
104836,2,2
74555,18,18
27363,17,25
28142,16,16
105088,16,16
97112,30,30
94381,18,18
36917,22,22
94204,17,17
85793,16,16
11420,17,17
114662,12,12
31675,14,14
21066,15,15
22128,28,28
21455,23,23
59586,17,17
115716,18,18
70957,11,11
120352,10,10
53999,1,1
109183,17,11
115865,0,0
83413,18,18
102718,3,3
54180,24,8
88081,11,11
17093,17,17
3431,8,8
70019,24,24
14158,11,11
32776,17,17
95946,0,0
82053,17,17
58511,16,16
123525,12,12
10741,12,28
5775,21,21
103082,30,30
58670,21,21
23596,2,2
122563,21,21
7063,21,21
57144,3,3
84763,5,5
85286,3,3
45451,8,8
66085,17,17
71008,8,8
95897,15,17
57759,17,17
5929,17,17
117280,30,30
116544,28,12
39249,1,1
80137,3,12
104296,19,19
110281,19,19
110265,8,8
51295,21,21
59636,13,13
64984,8,8
106321,2,8
96040,13,13
63548,25,25
84575,27,27
120274,30,30
121591,17,17
8763,14,14
98933,17,17
22130,16,16
30728,17,17
55515,17,17
10563,5,5
121281,12,12
5431,6,21
27153,16,16
78630,28,28
61867,8,8
47508,18,18
9071,17,17
57495,6,6
87975,8,8
107545,17,17
23373,16,13
68219,15,15
81535,17,17
41014,24,24
35000,13,13
47026,25,25
115880,8,8
15608,17,17
112298,8,8
13564,17,17
41058,17,17
63096,16,16
10606,18,18
109358,4,4
56252,24,24
23944,29,25
31847,6,6
111216,17,17
112202,5,5
43834,14,14
124200,17,17
91694,28,16
92220,19,19
28745,17,17
46439,26,26
105217,16,16
44509,25,25
99001,18,18
3616,29,29
51333,18,18
64040,8,8
111878,12,12
121125,5,5
121840,12,12
10235,16,16
122946,26,26
120571,8,16
109553,12,12
93310,30,30
55219,28,28
68421,5,5
93451,12,12
119533,17,17
111884,23,23
29141,17,17
73842,20,20
85570,3,3
14587,26,26
106135,3,3
24952,17,17
70174,20,20
34153,23,23
13842,17,17
89171,11,11
1166,17,17
50745,30,30
38564,5,5
51388,17,17
124170,19,19
121714,17,17
113691,17,17
64821,17,17
113299,18,18
101555,13,13
85831,12,12
76834,13,13
121025,9,9
45527,27,27
14700,5,5
71201,1,1
95321,19,19
57113,6,17
15267,20,20
7467,17,17
24441,17,17
19492,17,12
67226,2,2
85124,28,28
68672,21,21
23787,18,18
17681,1,1
91921,17,17
85082,17,17
34926,25,17
63546,13,13
19264,3,3
39124,16,16
94900,8,8
1053,29,29
106759,17,17
112537,0,0
120757,10,10
74746,25,25
65238,17,17
67324,17,17
48813,17,17
83993,6,6
123319,23,23
20020,17,17
99228,23,23
65668,17,17
124047,12,12
66476,8,8
5251,17,17
63947,17,17
2730,17,17
116441,8,8
39171,8,8
11530,5,5
123807,28,28
115311,26,26
35940,17,17
3394,5,17
14697,18,18
113059,8,8
95266,8,8
108233,28,28
66361,8,8
103105,3,3
43195,18,18
81933,10,10
108666,17,17
91113,9,12
23754,17,17
41639,17,17
16064,12,12
19164,18,18
117955,17,17
790,29,29
93051,13,17
29983,17,17
62973,25,25
48494,17,17
102189,6,6
120790,8,8
67227,17,17
20204,17,17
78217,28,28
116904,12,12
75669,2,17
12998,17,17
98688,12,8
104054,9,9
57611,3,3
22697,17,17
115379,20,20
25964,22,22
26581,8,8
74593,17,17
105552,17,17
72786,12,12
64073,18,18
57976,21,21
76492,21,21
77612,17,17
102822,30,30
109846,16,16
81242,8,8
3419,5,5
39575,16,16
96983,8,8
24410,2,2
50561,21,21
6529,17,17
81577,8,8
23735,8,8
1277,17,17
81549,18,18
2227,17,17
116204,3,17
116370,5,8
40686,18,18
938,17,17
46183,25,25
32404,17,17
54629,2,2
42820,17,17
67731,8,8
66536,21,21
68118,17,17
58924,27,27
108005,11,11
25521,23,23
99316,19,19
88863,11,11
44287,8,8
27101,14,14
120433,19,19
6652,8,8
6070,17,17
68824,16,16
11209,15,15
112887,12,12
90156,30,30
52363,17,17
93730,17,17
7783,8,8
123770,13,12
37290,17,17
55238,25,17
47557,2,8
49660,17,17
90428,11,11
35267,8,8
105540,7,7
121063,17,17
107619,17,17
20050,8,8
98165,17,17
53650,8,8
28046,27,27
29219,25,25
7900,24,8
12162,17,17
120177,17,17
71672,17,11
4385,18,18
85555,10,10
62776,5,5
6606,14,14
35019,25,25
44538,14,14
23530,29,29
90176,21,21
71157,8,8
105495,6,6
9689,17,17
108854,23,23
88812,22,3
54831,2,2
28175,17,17
82857,17,17
21559,8,8
23996,12,17
38033,17,17
42374,1,1
45620,17,17
94141,12,12
40280,6,6
124604,19,19
21212,13,13
102836,3,3
34887,17,17
25284,12,12
84276,10,10
14904,17,17
110866,18,18
79871,12,8
48525,17,17
22819,29,29
103540,2,2
100196,8,8
35067,24,24
16703,5,5
28904,18,18
85875,8,8
31458,12,12
71454,16,16
54186,22,22
72823,17,17
91704,13,13
24368,17,17
30994,12,27
14034,17,17
12382,22,22
78127,24,24
85292,7,7
44043,1,1
51366,21,21
102904,9,9
83315,6,6
103135,22,22
89204,12,12
85267,25,25
71446,2,2
69466,8,8
34102,17,17
89139,10,10
53043,25,25
13810,29,29
74866,13,13
111676,22,22
1762,8,8
13270,18,18
59498,17,17
28518,25,25
6318,17,17
59822,2,17
123537,9,12
49808,17,17
60897,21,21
94622,15,15
14971,12,12
73684,15,15
112430,17,17
22977,17,17
8805,13,13
114170,16,16
115168,3,3
28947,2,2
62922,1,1
53147,17,17
103342,23,23
75332,17,17
48449,11,11
28409,17,17
121982,9,9
37800,6,6
78960,1,1
112712,9,9
35047,17,17
98250,26,26
13955,28,28
63735,21,21
67710,18,18
11113,17,17
16596,17,17
98212,9,12
114688,13,13
93818,3,3
79653,17,17
25173,6,17
95976,21,21
57624,17,17
43707,17,17
65103,21,21
10305,17,17
27119,17,17
66367,27,27
104124,2,2
30092,17,17
48541,13,13
50133,21,21
96987,12,12
64672,14,17
38326,17,17
13519,21,21
75510,17,17
3429,15,15
23375,12,12
117863,16,16
58055,27,27
98180,16,16
109619,8,8
122599,16,16
73629,6,6
61662,18,18
116121,9,12
100399,5,5
115641,19,19
94146,17,17
66390,23,23
69919,12,12
53225,17,5
22450,2,2
23143,17,17
63793,17,17
107851,3,3
8269,17,17
34458,8,8
108139,12,12
57270,26,26
16280,17,17
72536,22,22
1126,5,5
1581,17,17
79437,12,12
84656,22,22
28969,17,17
43644,20,12
39087,17,17
59776,24,24
109440,26,26
114066,13,12
44095,26,26
93370,19,19
85299,8,8
2235,17,17
18364,7,7
34645,17,17
88634,26,26
114160,15,8
380,17,17
70151,22,22
21010,17,17
78427,8,8
49491,15,15
103522,19,19
66350,10,10
122012,21,21
81962,21,21
118178,16,16
76467,8,8
103665,13,13
48572,17,17
29538,8,8
48858,11,11
120441,12,12
70311,17,17
119610,8,8
89691,12,12
114174,28,28
65789,5,5
114702,21,21
72017,22,22
36226,22,22
81677,17,17
42037,17,17
106181,12,12
98559,30,30
19594,17,17
41776,17,8
23725,2,2
83757,18,17
35769,3,3
28076,5,8
50656,17,17
55686,26,26
86964,17,17
118331,17,17
24635,18,18
11497,17,17
22177,17,17
92970,30,30
32025,17,17
113321,26,26
110193,3,3
118764,17,19
7351,29,29
75980,10,10
114581,11,11
93171,23,23
50474,8,8
50848,17,17
56323,3,3
62816,17,17
46168,22,22
66160,17,17
74459,6,6
45685,8,8
19997,22,16
36334,17,17
35174,21,21
34994,14,14
92495,13,12
57808,17,17
64453,28,28
112762,30,25
122735,8,8
23757,5,5
27334,17,17
15356,17,17
77941,17,17
98987,7,7
43648,17,17
30081,14,14
31590,15,17
114877,26,26
112853,30,30
105146,2,2
57220,22,22
5115,27,27
90128,17,17
89107,13,13
116648,17,17
62276,8,8
29120,16,16
36457,17,17
90188,17,17
36147,15,15
5604,28,28
101349,11,11
112639,17,8
40406,17,17
43337,17,17
1152,17,17
38089,5,5
43991,27,27
65805,5,5
97443,23,23
80884,17,17
75136,1,1
21905,17,17
66317,17,17
103567,12,12
112671,18,18
23523,17,17
9853,16,16
1830,8,8
36910,8,8
52521,17,17
59292,26,26
9405,17,17
37104,17,17
61695,5,5
104689,17,17
26302,7,7
27159,25,25
47600,25,25
33343,17,17
38670,8,8
484,17,17
124008,10,10
115272,14,17
12085,8,8
61450,17,17
82327,8,17
49362,1,1
76233,27,27
11759,17,17
110875,18,18
92354,13,13
119294,28,28
76257,27,27
30316,17,17
33066,17,17
115540,16,16
71125,8,8
73807,17,17
31985,17,17
30061,17,17
5669,8,8
38855,8,8
66774,17,17
118164,17,17
114261,4,4
20996,17,17
402,17,17
18144,6,6
83436,8,5
106505,20,20
100525,17,17
71012,12,12
24847,17,17
13624,18,18
64375,19,19
119016,19,19
23635,29,29
121174,6,6
20657,17,17
629,8,8
33108,22,22
64716,6,6
46256,25,25
116732,28,28
34284,26,26
16423,25,25
111533,17,17
81809,3,3
20277,11,11
32589,17,17
121945,19,19
49359,2,2
122167,9,9
17620,29,29
92974,12,16
11750,8,8
54593,23,23
71954,17,17
105777,11,11
42188,18,18
22353,17,17
106200,5,8
93791,21,21
86464,12,12
75267,17,17
95301,19,19
88544,3,19
65779,8,8
114120,15,15
8441,19,19
24310,18,18
88269,9,9
4973,17,17
108695,16,16
57438,11,11
46601,8,8
38576,28,28
74559,4,4
10429,22,22
99105,30,30
28366,17,17
16879,8,8
108453,17,17
57476,8,8
60788,17,17
46324,8,8
68200,17,17
61198,17,17
39010,26,26
55938,22,22
50523,8,8
113521,3,3
108301,23,23
105035,23,23
49211,17,17
55740,27,27
68451,10,10
2490,17,17
42169,14,14
15553,17,17
65520,8,8
80709,12,12
11030,29,29
98902,17,17
68414,17,17
45857,8,17
115282,30,30
22400,17,17
98389,16,16
68054,17,17
43528,8,8
90030,21,21
20988,12,12
44904,8,8
80637,5,5
81112,17,17
4811,29,29
77433,2,2
100217,15,17
41175,5,17
45512,25,25
108594,23,23
5268,27,17
83356,8,8
80763,17,17
112454,17,17
21752,5,5
48058,8,8
64955,24,24
123313,28,28
30605,8,8
45669,17,17
37244,25,25
63170,1,1
56253,17,17
104864,12,12
113472,12,12
2277,17,17
74104,8,8
42560,12,2
416,13,13
123057,17,17
83995,18,18
109190,19,19
98960,23,23
12312,24,24
21659,29,29
61912,17,17
53298,8,8
30205,17,17
13695,17,17
107949,30,30
53,8,8
79678,21,21
60872,17,17
10852,18,18
15815,17,17
34438,5,5
44960,5,5
64023,8,17
115977,9,9
68733,15,15
35700,17,17
85043,8,8
57532,30,30
38421,25,25
80164,1,1
62416,5,5
84709,17,17
29900,17,17
62381,16,16
108395,22,22
94091,12,12
8565,29,30
105950,17,17
32496,25,25
1790,29,29
2307,17,17
67587,24,24
17148,17,17
81824,21,21
16331,7,7
63063,20,12
7129,17,17
41480,17,17
87651,16,3
66217,8,8
10671,17,17
41535,17,17
76040,15,15
50894,21,21
85069,21,21
23608,29,29
118862,17,17
68505,17,17
17815,17,15
115169,14,14
76135,8,8
58911,17,17
62163,11,11
118761,17,17
53748,6,6
118929,23,23
118117,30,30
80236,17,17
120475,5,8
120107,15,17
29005,25,25
55183,23,23
81108,18,18
30147,17,17
104045,28,28
77399,17,17
124838,30,30
36287,19,28
121131,28,28
12347,29,29
68629,17,17
121438,30,30
44371,12,12
4084,8,8
53714,21,21
106353,16,16
20174,18,18
107285,16,16
34606,2,2
38863,11,11
68913,20,20
53188,18,18
58137,7,7
89603,9,9
61577,6,6
57468,15,15
70562,19,8
85862,9,9
100842,23,23
51402,21,21
30800,16,21
19687,19,17
48199,25,25
60756,15,15
20940,17,17
79264,14,14
51443,27,27
113913,30,30
25749,29,29
18626,17,17
26332,18,18
110571,27,27
97788,16,16
44579,18,18
123236,26,26
75786,2,2
100267,2,17
115193,17,17
69823,17,17
114660,17,7
100096,30,30
50910,14,6
120922,28,28
86588,5,5
31569,17,17
45042,8,8
6989,17,17
47889,22,22
10268,8,28
38141,18,18
29509,17,17
60808,8,8
121669,0,0
43503,17,17
57640,21,21
47581,22,22
91503,17,17
12959,21,21
1668,17,17
67059,17,17
15621,21,21
38536,17,17
108426,8,8
117931,21,21
33523,22,8
45745,17,17
41740,8,8
26157,2,2
7441,15,15
69954,17,17
30144,11,11
105993,8,8
15469,17,8
86517,30,17
84391,21,21
40119,8,8
36785,17,17
7870,29,25
89983,27,27
70240,4,4
5002,8,8
83025,12,12
89279,22,22
39572,17,17
78034,19,19
22373,5,17
105049,16,16
81884,2,2
93775,6,6
17302,17,17
73148,17,17
41122,17,17
42104,17,17
92921,5,5
65384,10,27
122929,12,12
33608,8,17
383,19,19
60453,17,17
69464,22,22
5757,17,17
41217,19,19
20305,17,17
35496,17,17
86480,6,6
54956,27,27
7732,8,8
26386,17,17
101262,16,16
80560,22,22
95366,3,3
67086,12,12
73784,14,14
53342,22,22
11228,8,8
36038,5,5
63657,5,5
117336,8,8
25661,12,12
105547,8,8
36886,1,1
48027,22,22
89811,17,17
60246,24,24
100111,14,14
114257,17,17
118072,11,12
5754,13,13
68081,17,17
90449,12,12
57383,17,17
59464,17,17
101181,3,3
73370,17,17
90184,18,18
102863,30,30
100638,12,12
10380,7,7
2046,17,17
105277,12,12
95391,16,16
68093,14,14
110913,22,22
52831,8,8
74381,8,8
50761,21,21
31229,18,18
92460,16,16
103026,8,8
53035,25,25
17961,2,2
38050,8,8
17672,17,17
109118,18,18
253,17,17
32192,12,12
63915,3,17
2493,8,8
82154,25,25
43698,11,11
52498,25,25
90315,6,17
67697,10,10
115394,26,26
34122,5,5
81367,21,21
50166,8,8
41700,14,14
33392,17,17
68539,26,26
72625,6,6
100958,8,8
11446,17,17
110778,8,8
104966,5,8
50161,26,26
15081,17,17
494,8,8
17494,28,28
68098,28,28
27072,17,17
75750,8,8
54358,30,30
18822,8,8
42567,14,14
98433,28,28
34597,18,12
10668,17,17
82852,18,18
86344,8,8
69161,8,8
62352,17,17
24083,18,18
8857,6,6
61571,17,17
14737,8,8
74636,25,25
107991,28,28
111176,16,16
18981,17,17
43879,8,17
120297,12,12
56086,23,23
38143,12,12
77114,17,17
68639,2,2
92077,17,17
18439,16,16
47040,11,11
79828,15,17
56168,28,17
27098,27,27
16407,19,17
8388,16,16
112076,20,20
19448,8,8
18207,17,17
88674,2,2
54591,25,25
72236,25,25
117975,13,13
30848,8,8
46559,23,23
75055,2,2
90567,26,26
29423,28,28
5519,17,17
93491,17,17
50504,5,5
55170,2,2
34993,17,17
60898,17,17
98481,18,18
88884,10,10
106358,18,18
115642,8,8
46460,5,5
18575,28,28
27686,8,8
35261,26,26
66824,17,17
78949,17,17
40589,16,16
10742,29,29
13027,21,21
26537,1,18
59863,21,21
17249,17,17
38332,25,25
45185,3,3
76036,6,6
66191,22,22
12033,8,8
87105,30,30
5158,17,17
90837,8,8
6192,8,8
15610,18,17
90691,4,4
52261,12,12
57416,17,17
43249,2,2
34735,17,17
96773,19,19
21423,15,17
69013,8,8
106529,3,3
61798,17,17
53209,30,30
114400,30,30
95158,6,6
46286,17,17
107595,6,6
75972,12,12
28862,15,15
103772,8,8
12282,18,18
47795,1,1
124518,19,19
4670,17,17
74124,6,6
36083,6,6
86490,19,19
56182,17,17
16710,17,17
17030,17,17
51475,17,17
74780,17,17
55391,17,17
15598,17,17
52743,17,17
72591,24,24
84621,4,4
113709,0,0
70923,28,28
115922,6,6
70772,17,17
94403,30,30
112401,3,3
18024,17,17
50811,17,17
57936,17,17
18023,17,17
60716,26,26
79110,11,11
106887,3,3
88288,17,17
6969,8,8
77050,12,12
110683,7,7
43076,17,17
64822,30,30
118069,11,11
89679,30,30
26050,8,8
67120,24,24
115317,0,30
116003,21,21
20612,29,29
116124,3,3
6422,29,29
42218,17,17
5558,17,17
6153,29,29
97306,28,26
9517,17,17
40683,17,17
110764,17,17
31252,23,23
91562,5,5
67472,17,17
124035,16,16
36252,8,8
109455,17,17
50878,23,23
24590,17,17
79540,15,17
38350,16,16
120055,9,9
59575,28,28
109064,13,13
95639,30,30
97691,2,8
13033,17,17
101431,17,17
28611,18,18
56239,18,18
79995,21,2
124754,17,17
85454,17,17
124605,7,7
36001,3,3
113402,12,12
26635,17,25
21986,19,19
96998,4,4
105401,30,30
122713,16,16
89504,12,12
18072,8,8
112989,7,7
120827,12,12
90643,8,8
23258,17,17
88676,8,8
103085,0,0
58816,8,8
4707,20,20
72325,17,17
111285,12,12
10303,23,23
33259,17,17
75173,6,6
3861,18,18
117875,15,15
1877,17,17
70606,27,27
21956,21,21
96216,17,17
6616,8,8
2107,8,8
48753,15,15
34666,17,17
99749,12,12
49469,25,17
123512,15,15
115095,11,11
67026,22,22
34060,21,21
7333,17,17
101911,17,17
37927,17,17
69289,17,17
61921,17,17
52765,17,17
73420,12,12
31522,19,19
3284,29,29
36778,8,8
10098,18,18
106307,7,12
85282,12,12
74924,12,12
110981,17,17
106773,8,8
98891,12,12
38391,3,3
10660,29,29
44304,5,5
93154,19,19
105079,6,6
101661,30,30
21456,26,26
80580,21,21
123579,11,11
101595,8,8
84692,8,8
122134,16,16
9002,29,29
11790,28,28
14514,16,16
36930,17,17
43535,17,17
116873,30,30
35956,17,17
30035,8,8
22667,12,12
101038,8,8
63926,12,12
78556,28,8
106367,3,3
38166,25,25
21578,12,12
90211,23,23
116773,26,26
51223,8,8
85978,12,12
36829,5,5
112836,6,6
1603,17,17
45754,17,17
86104,12,12
115645,21,21
1037,8,8
72888,7,7
107244,8,8
116518,12,3
15287,17,17
1512,17,17
24872,11,11
82014,27,27
27882,17,17
49295,18,18
71480,11,11
87365,10,10
52283,23,23
27581,25,25
91690,19,19
116064,5,5
52761,8,8
55882,25,25
4657,8,8
74886,15,17
104477,0,0
24114,12,12
1888,8,8
65300,17,17
66796,17,17
31484,17,17
120032,5,8
89908,3,3
82644,8,8
16096,17,17
20730,17,17
119665,28,28
85218,4,4
19247,17,17
82875,8,8
39626,16,16
117802,9,9
121917,30,25
101409,17,17
64907,27,27
111311,17,17
90692,8,8
77524,8,8
41040,23,23
52272,17,17
62707,13,5
23841,29,29
121549,3,3
107027,15,15
72555,15,15
14366,29,29
25450,17,17
7827,2,2
66440,17,17
103008,2,2
113565,8,8
44012,8,8
42544,5,5
30332,16,16
88071,30,30
69038,2,2
105651,4,4
34823,17,17
18853,17,17
119541,0,0
111427,3,3
71647,11,11
100058,13,13
2546,8,8
43405,17,17
8999,8,8
98445,0,0
28275,17,17
22009,28,28
38212,17,6
82837,6,6
53995,2,2
29497,5,5
82303,5,17
40188,17,17
21152,17,17
22328,17,17
40231,0,0
9263,8,8
86560,17,17
85145,17,17
67467,22,22
41285,8,8
24132,5,5
89183,12,12
100210,18,18
36215,17,17
107052,17,17
4658,2,2
62569,19,19
69988,23,23
38436,12,12
88013,5,5
114025,16,17
35888,17,12
16278,8,5
86983,2,2
93444,0,0
86118,1,1
9403,27,27
30296,17,17
109766,0,0
78551,13,13
3738,17,17
63066,3,12
72978,15,15
32461,1,1
75221,5,8
93784,13,13
122887,16,16
109677,30,30
17992,5,5
89945,22,22
40267,17,17
35849,25,25
26369,15,15
23338,17,17
117276,21,21
95405,16,16
4452,29,29
117812,10,16
25803,17,17
94517,3,3
97600,12,12
100470,17,17
95421,8,8
91153,18,18
117804,8,28
22056,29,29
96882,11,13
120006,17,17
123138,7,7
37017,8,8
23591,17,17
22276,17,17
98335,2,2
62843,25,25
49400,19,19
31065,17,17
51873,19,19
34035,14,14
